user_id,user_created_at,length,likes,quotes,replies,retweets,text,user_followers,user_tweet_count
alyankovic.bsky.social,2023-05-24,13,6235,47,721,457,Hard Decision, 267318, 122
andylewis.bsky.social,2023-07-08,266,74,1,10,8,"Happy birthday to the album My Generation by The Who. Issued on Brunswick in 1965 on December 3rd, it was reprinted about 15 years or so later by Virgin Records to cash in on the mod revival, and I would bet that it's that version everybody reading this had first...", 1026, 907
devincow.bsky.social,2023-04-30,16,2451,18,38,301,You are enough♥️, 139636, 963
culturecrave.co,2023-07-01,51,896,44,68,44,Nike confirms it is shutting down its NFT company 👟, 117205, 1147
travisakers.bsky.social,2023-07-04,201,1464,11,57,143,"The EFJ, representing nearly 300,000 journalists from 44 countries, says they will stop posting on Twitter. Many of the journalists have since joined BlueSky.\n\nwww.thelondoneconomic.com/news/media/e...", 16953, 71
louiestowell.bsky.social,2023-07-03,284,82,0,7,0,I just found out the record shop I used to go to in the 90s as a teenager is actually very cool. I didn't have the internet then so I couldn't find out that it was cool. I just thought it was a normal shop. I could've been bragging about it the whole time as a teenager. Wasted kudos!, 11829, 7470
ournewhomecoach.bsky.social,2023-06-24,112,46,0,11,1,Jimmy Barnes has to be the most loved singer in Australia. His fans transcend all age groups and social classes., 10024, 5540
thisone0verhere.bsky.social,2024-11-12,164,422,3,24,4,So I have a widget on my phone that does nothing but play calming rain sounds with the push of a button and I’ve found it really takes the edge off of doomscrolling, 46515, 522
popbase.tv,2024-09-03,214,1180,90,50,52,"NME’s Top 10 songs released this year:\n\n1. Good Luck, Babe!\n2. Not Like Us\n3. Starburster\n4. Girl, so confusing featuring lorde\n5. Angel Of My Dreams \n6. Albert Road\n7. Alesis\n8. 16 Carriages\n9. Supernova \n10. HISS", 153203, 661
writtenbyhanna.bsky.social,2023-04-30,115,745,7,20,64,Why didn’t Drake sue Kendrick for the time he said Drake thinks he’s a bad bitch who wants to pop ass with Sexxyred, 7667, 51
ramsubramanian.in,2023-12-19,46,1103,24,248,106,Do you really think twitter will survive this?, 33424, 286
designationsix.bsky.social,2024-03-03,275,398,17,63,148,Some advertisers seen on the Fox News channel⬇️\n\nBalance of Nature\nSling\nSpectrum\nInvisibleGlass\nSimpliSafe\nADT\nLexus\nCiti\nAdvil\nShopify\nQuicken\nSterns and Foster\nLibertyMutual\nProgressive\nTempurPedic\nTommieCopper\nBEHR\nSelectQuote\nPantene\nDenverMattress\nMyPillow (MyMattress), 43282, 1824
suzyqfit4u.bsky.social,2023-09-29,290,404,6,112,32,"I have to share, I’ve been writing posts, making lists, and reaching out  to my favorite accounts, trying to desperately to feel normal again after the surreal election results, but nothing seems right, the world is strange, I feel scared, just checking in, does anyone else feel the same??", 62149, 553
patti3333.bsky.social,2023-09-24,29,9671,147,521,1640,Who did this ?\nOmg 🤣\n\nBE BEST, 91766, 1363
iandunt.bsky.social,2023-07-03,71,887,3,55,100,The BBC appears to be taking its MasterChef PR strategy to new extremes, 109728, 788
antongerashchenko.bsky.social,2024-11-14,144,623,4,22,99,A pensioner from Khmelnyk created 96 bases for camouflage nets in two years. Sviatoslav Stelmakh works at home and helps the front.\n\n📹: Suspilne, 40293, 585
lovirae.bsky.social,2024-11-23,263,60,0,7,6,"👶 Did you know? Babies are born with 300 bones, but as they grow, many of these fuse together, leaving adults with only 206 bones. That’s evolution at work—our skeletons are like nature’s Lego set! 🦴✨ What other fascinating changes do you think happen as we grow?", 10526, 292
wutangforchildren.bsky.social,2023-04-28,54,8086,107,413,1476,Tried to warn them they weren’t gonna stop at abortion, 95128, 353
culturecrave.co,2023-07-01,49,638,20,23,47,Rotten Tomatoes scores for Robert Eggers' films 🍅, 117164, 1147
nedpotter.bsky.social,2023-09-22,281,60,1,9,20,"I've been trying to think of useful things for libraries joining Bluesky, and I've come to the conclusion that sector-specific starter packs would come in handy. \n\nFirst up: academic libraries. bsky.app/starter-pack...\n\nPlease please please give me examples I should add to this! 📚", 2263, 794
lisatellstruth.bsky.social,2023-07-09,105,35,0,4,2,poor quality & I'm really tired \nBut that's Venus and a new crescent 🌙 above me just now \n\nNite fam 💤 \n\n💋, 2657, 5885
rorycj.bsky.social,2023-05-04,91,449,0,10,10,#sophiefromromania in neighbourhood watch mode this morning but a good brisk efficient walk, 40675, 114
blueskyseas.bsky.social,2024-04-20,133,117,0,2,14,That feeling of freedom. \n\n#Photography\n#LandscapePhotography\n#NaturePhotography\n#OutdoorPhotography\n#Beaches #Morning #Nature #birds, 4081, 3071
thedeeppainter.bsky.social,2024-11-18,88,1456,4,29,139,"Otherworldly beauty, captured in the Chilean Atacama Desert at 4800 metres of altitude🌌💜", 20326, 165
mo1nlover.bsky.social,2024-11-13,90,436,2,3,30,"A spectacular Moon rising above the Statue of Liberty's torch as seen from New Jersey, USA", 115250, 206
universespace.bsky.social,2024-11-19,146,135,0,5,9,"The Lobster Claw Nebula\n\nThe Lobster Claw Nebula is an emission region on the border between Cepheus and Cassiopeia about 11,000 light years away.", 9274, 121
drneilstone.bsky.social,2023-07-16,174,53,1,8,5,How not to do science in 2 easy steps\n\n1) Have a fixed political standpoint\n\n2) Interpret all scientific data (real or fake) to fit your fixed political standpoint\n\nThank you, 6008, 271
totalmassacre.bsky.social,2023-09-23,110,395,3,9,55,"Videodrome is a movie about a guy who really wants to kiss Debbie Harry through the TV, and I can respect that", 135, 122
taylorlgrothe.bsky.social,2023-07-24,299,911,19,63,115,"I think we're going to see a HUGE proliferation of #horror over the next four years. We will need the catharsis, and of all sorts: splatterpunk, weird, cosmic/eldritch, folk/cult, Gothic, and bubblegum, to name a few. Horror contains multitudes. Horror can heal. Horror lets us know we aren't alone.", 3703, 362
shantaekdiosa.bsky.social,2024-11-15,298,14,1,3,3,#ShadowWork journal prompt 12/03/2024\n\nWhat parts of myself have I been taught to suppress because they were labeled as ‘too much’? How can I reclaim these aspects of myself and embody to honor my power and intuitive wisdom without fear or apology?\n\nHappy healing 💋\n\n#healingjourney #journalprompts, 2097, 2182
njbbari3.bsky.social,2024-10-18,300,182,0,6,39,"“At least 65 children since the beginning of the year have developed myocarditis and in half of the cases (32) related to an infection with Parvovirus B19, the agent responsible for the fifth disease.\nEight of them died.”\n\nAnother disease that has changed its pattern. ->\n\nwww.ansa.it/canale_salut...", 12777, 2090
darthputinkgb.bsky.social,2023-07-29,235,359,0,11,34,"2 points:\n\n1 If you ever feel your job is completely pointless, consider that the Kremlin employs someone to be a ""human rights commissioner""\n\n2 POWs? Prisoners of War. WAR?? YOU\'RE NOT SUPPOSED TO ADMIT IT\'S A WAR YOU IDIOTS!!!\n\n☕🪟🍣⚰️", 77995, 846
brandon.insertcredit.com,2023-05-02,92,151,0,17,9,What if Mariah Carey wanted socks for Christmas. Really changes up the dynamic of that song., 14009, 8151
socialistdogmom.bsky.social,2023-05-08,115,1827,11,80,86,i need a shock collar that punishes me for trying to do more research once i’ve decided it’s time to start writing., 53195, 1852
keithwilson.eu,2023-07-15,297,31,1,5,11,"In addition to my list of philosophers and #philosophy starter pack, here is a collection of 80 philosophy-related organisations, journals and research groups currently on Bluesky: go.bsky.app/RMuQBg3. New orgs added upon request! (Also available in list form at bsky.app/profile/did:...) #PhilSky", 5007, 4544
markharris.bsky.social,2023-05-22,297,363,12,23,25,"No disrespect to Colman Domingo, Clarence Maclin, and Brandon Wilson, all of whom are terrific, but three men sweeping the Gotham acting awards in a year with Marianne Jean-Baptiste, Nicole Kidman, Danielle Deadwyler, Mikey Madison, etc. is why I'm not wild about gender-neutral acting categories.", <NA>, <NA>
liliuhms.com,2023-06-23,138,252,2,13,16,company logo intros in films have gotten so elaborate that sometimes when i'm watching something i can't tell if the movie has started yet, <NA>, <NA>
